date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:35	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2010:57:35%20GMT	https://www.takfiris.com/	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/index.html	(from )
13:57:35	146/146	---M-Z	200	added ('OK')	text/plain	etag:%22e81f87acdfeace1:0%22	https://www.takfiris.com/robots.txt		(from )
13:57:35	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:57:35%20GMT	https://www.takfiris.com/takfir	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir.0.delayed	(from https://www.takfiris.com/)
13:57:36	66484/66484	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:57:36%20GMT	https://www.takfiris.com/takfir/	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/index.html	(from https://www.takfiris.com/)
13:57:37	5464/5464	---M-Z	200	added ('OK')	text/css	etag:%22574bb3861666ce1:0%22	http://www.takfiris.com/takfir/style.css	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/style.css	(from https://www.takfiris.com/takfir/)
13:57:37	32780/32780	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:57:37%20GMT	http://www.takfiris.com/takfir/about.cfm	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/about.html	(from https://www.takfiris.com/takfir/)
13:57:37	30407/30407	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:57:37%20GMT	http://www.takfiris.com/takfir/contact.cfm	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/contact.html	(from https://www.takfiris.com/takfir/)
13:57:38	43/43	---M--	200	added ('OK')	image/gif	etag:%22ed39b3be1666ce1:0%22	http://www.takfiris.com/takfir/images/spacer.gif	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/images/spacer.gif	(from https://www.takfiris.com/takfir/)
13:57:38	71149/71149	---M--	200	added ('OK')	image/gif	etag:%22ae708ebd1666ce1:0%22	http://www.takfiris.com/takfir/images/banner.gif	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/images/banner.gif	(from https://www.takfiris.com/takfir/)
13:57:39	62254/62254	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:57:38%20GMT	http://www.takfiris.com/takfir/categories/articles.cfm	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/categories/articles.html	(from https://www.takfiris.com/takfir/)
13:57:39	27066/27066	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:57:38%20GMT	http://www.takfiris.com/takfir/reports.cfm	D:/Website%20Archives%20HTTTrack/takfiris.com/www.takfiris.com/takfir/reports.html	(from https://www.takfiris.com/takfir/)
