date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:12	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2013:15:12%20GMT	https://www.tawhidfirst.com/	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/index.html	(from )
16:15:12	146/146	---M-Z	200	added ('OK')	text/plain	etag:%22e81f87acdfeace1:0%22	https://www.tawhidfirst.com/robots.txt		(from )
16:15:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2013:15:13%20GMT	https://www.tawhidfirst.com/monotheism	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism.0.delayed	(from https://www.tawhidfirst.com/)
16:15:14	57666/57666	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:13%20GMT	https://www.tawhidfirst.com/monotheism/	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/index.html	(from https://www.tawhidfirst.com/)
16:15:14	5445/5445	---M-Z	200	added ('OK')	text/css	etag:%226cda4f01766ce1:0%22	http://www.tawhidfirst.com/monotheism/style.css	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/style.css	(from https://www.tawhidfirst.com/monotheism/)
16:15:15	36070/36070	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:15%20GMT	http://www.tawhidfirst.com/monotheism/about.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/about.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:15	38733/38733	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:15%20GMT	http://www.tawhidfirst.com/monotheism/contact.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/contact.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:15	43/43	---M--	200	added ('OK')	image/gif	etag:%224fc6de171766ce1:0%22	http://www.tawhidfirst.com/monotheism/images/spacer.gif	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/images/spacer.gif	(from https://www.tawhidfirst.com/monotheism/)
16:15:16	38712/38712	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:16%20GMT	http://www.tawhidfirst.com/monotheism/categories/basics.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/basics.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:16	101410/101410	---M--	200	added ('OK')	image/gif	etag:%22952b8151766ce1:0%22	http://www.tawhidfirst.com/monotheism/images/banner.gif	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/images/banner.gif	(from https://www.tawhidfirst.com/monotheism/)
16:15:16	38428/38428	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:17%20GMT	http://www.tawhidfirst.com/monotheism/categories/worship-ibaadah.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/worship-ibaadah.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:17	36455/36455	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:17%20GMT	http://www.tawhidfirst.com/monotheism/categories/books.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/books.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:17	37303/37303	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:17%20GMT	http://www.tawhidfirst.com/monotheism/categories/topics.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/topics.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:18	37100/37100	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:18%20GMT	http://www.tawhidfirst.com/monotheism/categories/religions.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/religions.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:18	36594/36594	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:18%20GMT	http://www.tawhidfirst.com/monotheism/categories/rebuttals.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/rebuttals.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:18	37958/37958	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:18%20GMT	http://www.tawhidfirst.com/monotheism/categories/articles.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/categories/articles.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:19	35268/35268	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:19%20GMT	http://www.tawhidfirst.com/monotheism/reports.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/reports.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:19	4638/4638	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:19%20GMT	http://www.tawhidfirst.com/monotheism/signin.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/signin.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:19	4111/4111	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:19%20GMT	http://www.tawhidfirst.com/monotheism/search.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/search.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:20	21254/21254	---M--	500	error ('Error%20Executing%20Database%20Query.')	text/html	date:Mon,%2011%20Aug%202025%2013:15:20%20GMT	http://www.tawhidfirst.com/monotheism/tags.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/tags.10.delayed	(from https://www.tawhidfirst.com/monotheism/)
16:15:20	45590/45590	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:20%20GMT	http://www.tawhidfirst.com/monotheism/rss.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/rss.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:21	55778/55778	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:20%20GMT	http://www.tawhidfirst.com/monotheism/articles/phcgo-the-definition-pillars-and-conditions-of-worship.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/phcgo-the-definition-pillars-and-conditions-of-worship.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:21	50367/50367	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:22%20GMT	http://www.tawhidfirst.com/monotheism/authors/Abu.Iyaad.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/authors/Abu.Iyaad.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:21	40045/40045	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:22%20GMT	http://www.tawhidfirst.com/monotheism/articles/gqnmz-congratulating-the-son-of-adam-in-reviling-his-lord.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/gqnmz-congratulating-the-son-of-adam-in-reviling-his-lord.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:22	39871/39871	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:22%20GMT	http://www.tawhidfirst.com/monotheism/articles/uoiys-ibn-al-qayyim-on-tawhid-the-ways-and-means-fear-and-reliance.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/uoiys-ibn-al-qayyim-on-tawhid-the-ways-and-means-fear-and-reliance.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:22	40888/40888	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:23%20GMT	http://www.tawhidfirst.com/monotheism/articles/zcovn-the-debate-of-abraham-with-nimrud-and-the-two-origin-points-of-shirk.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/zcovn-the-debate-of-abraham-with-nimrud-and-the-two-origin-points-of-shirk.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:23	50464/50464	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:23%20GMT	http://www.tawhidfirst.com/monotheism/articles/trupt-shaykh-al-islam-ibn-taymiyyah-on-requesting-the-dead-to-supplicate-to-allaah.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/trupt-shaykh-al-islam-ibn-taymiyyah-on-requesting-the-dead-to-supplicate-to-allaah.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:23	47508/47508	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:23%20GMT	http://www.tawhidfirst.com/monotheism/articles/ftwqp-shaykh-al-islam-ibn-taymiyyah-on-asking-intermediaries-to-ask-allaah-on-their-behalf.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/ftwqp-shaykh-al-islam-ibn-taymiyyah-on-asking-intermediaries-to-ask-allaah-on-their-behalf.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:23	59478/59478	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:24%20GMT	http://www.tawhidfirst.com/monotheism/articles/kcqzx-shaykh-saalih-aal-al-shaykh-on-the-ruling-on-requesting-the-prophets-supplication-after-his-death.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/kcqzx-shaykh-saalih-aal-al-shaykh-on-the-ruling-on-requesting-the-prophets-supplication-after-his-death.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:24	50761/50761	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:24%20GMT	http://www.tawhidfirst.com/monotheism/articles/rbduh-shaykh-al-islam-ibn-taymiyyah-on-those-seeking-supplication-and-intercession-from-inhabitants-of-graves.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/rbduh-shaykh-al-islam-ibn-taymiyyah-on-those-seeking-supplication-and-intercession-from-inhabitants-of-graves.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:24	50346/50346	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:24%20GMT	http://www.tawhidfirst.com/monotheism/articles/wlxwy-ibn-taymiyyah-on-asking-the-dead-to-supplicate-to-allaah-for-them.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/wlxwy-ibn-taymiyyah-on-asking-the-dead-to-supplicate-to-allaah-for-them.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:25	57729/57729	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:25%20GMT	http://www.tawhidfirst.com/monotheism/articles/sqjxj-shaykh-saalih-aal-al-shaykh-clarifying-statement-of-ibn-taymiyyah-regarding-shafaaah-and-bidah.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/sqjxj-shaykh-saalih-aal-al-shaykh-clarifying-statement-of-ibn-taymiyyah-regarding-shafaaah-and-bidah.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:25	51081/51081	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:25%20GMT	http://www.tawhidfirst.com/monotheism/articles/kurzb-shaykh-ubayd-al-jaabiree-an-explanation-of-the-verse-those-who-believe-and-do-not-clothe-their-faith-with-oppression.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/kurzb-shaykh-ubayd-al-jaabiree-an-explanation-of-the-verse-those-who-believe-and-do-not-clothe-their-faith-with-oppression.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:25	51868/51868	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:25%20GMT	http://www.tawhidfirst.com/monotheism/articles/vqroj-between-fakhr-al-din-al-razi-d-606h-and-abdul-aziz-bin-muhammad-bin-saud-d-1218h-on--seeking-shafaaah-from-other-than-allaah.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/vqroj-between-fakhr-al-din-al-razi-d-606h-and-abdul-aziz-bin-muhammad-bin-saud-d-1218h-on--seeking-shafaaah-from-other-than-allaah.html	(from https://www.tawhidfirst.com/monotheism/)
16:15:26	84717/84717	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2013:15:26%20GMT	http://www.tawhidfirst.com/monotheism/articles/asmag-fakhr-ud-din-ar-razi-d-606h-on-seeking-shafaaah-from-intermediaries---part-5.cfm	D:/Website%20Archives%20HTTTrack/tawhidfirst.com/www.tawhidfirst.com/monotheism/articles/asmag-fakhr-ud-din-ar-razi-d-606h-on-seeking-shafaaah-from-intermediaries---part-5.html	(from https://www.tawhidfirst.com/monotheism/)
