date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:15	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2011:58:15%20GMT	https://www.asharis.com/	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/index.html	(from )
14:58:15	146/146	---M-Z	200	added ('OK')	text/plain	etag:%22e81f87acdfeace1:0%22	https://www.asharis.com/robots.txt		(from )
14:58:15	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2011:58:15%20GMT	https://www.asharis.com/creed	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed.0.delayed	(from https://www.asharis.com/)
14:58:17	108391/108391	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:17%20GMT	https://www.asharis.com/creed/	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/index.html	(from https://www.asharis.com/)
14:58:18	7336/7336	---M--	200	added ('OK')	image/gif	etag:%221c944b17b093ce1:0%22	http://www.asharis.com/creed/assets/backgrounds/white-grey-bg.gif	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/assets/backgrounds/white-grey-bg.gif	(from https://www.asharis.com/creed/)
14:58:18	957/957	---M-Z	200	added ('OK')	text/css	etag:%223863fea1b093ce1:0%22	http://www.asharis.com/creed/css/global.css	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/css/global.css	(from https://www.asharis.com/creed/)
14:58:19	6344/6344	---M-Z	200	added ('OK')	text/css	etag:%221799de4fb493ce1:0%22	http://www.asharis.com/creed/layout/default/style.css	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/layout/default/style.css	(from https://www.asharis.com/creed/)
14:58:19	43/43	---M--	200	added ('OK')	image/gif	etag:%22aee1bbcb093ce1:0%22	http://www.asharis.com/creed/images/spacer.gif	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/images/spacer.gif	(from https://www.asharis.com/creed/)
14:58:20	136496/136496	---M--	200	added ('OK')	image/gif	etag:%22c6f1f18b093ce1:0%22	http://www.asharis.com/creed/assets/banners/asharis-com-banner.gif	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/assets/banners/asharis-com-banner.gif	(from https://www.asharis.com/creed/)
14:58:20	60036/60036	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:20%20GMT	http://www.asharis.com/creed/categories/ww-basics.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/ww-basics.html	(from https://www.asharis.com/creed/)
14:58:20	59040/59040	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:20%20GMT	http://www.asharis.com/creed/categories/pm-scholars.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/pm-scholars.html	(from https://www.asharis.com/creed/)
14:58:21	59350/59350	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:20%20GMT	http://www.asharis.com/creed/categories/qz-history.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/qz-history.html	(from https://www.asharis.com/creed/)
14:58:21	60469/60469	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:21%20GMT	http://www.asharis.com/creed/categories/zz-misconceptions.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/zz-misconceptions.html	(from https://www.asharis.com/creed/)
14:58:21	61580/61580	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:21%20GMT	http://www.asharis.com/creed/categories/ao-ibn-taymiyyah.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/ao-ibn-taymiyyah.html	(from https://www.asharis.com/creed/)
14:58:22	69789/69789	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:21%20GMT	http://www.asharis.com/creed/categories/mp-articles.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/mp-articles.html	(from https://www.asharis.com/creed/)
14:58:22	61621/61621	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:23%20GMT	http://www.asharis.com/creed/categories/ho-sunni-answers.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/ho-sunni-answers.html	(from https://www.asharis.com/creed/)
14:58:23	59033/59033	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:23%20GMT	http://www.asharis.com/creed/categories/qo-audio.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/qo-audio.html	(from https://www.asharis.com/creed/)
14:58:23	60071/60071	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:23%20GMT	http://www.asharis.com/creed/categories/ww-the-clinic.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/categories/ww-the-clinic.html	(from https://www.asharis.com/creed/)
14:58:23	58093/58093	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:24%20GMT	http://www.asharis.com/creed/reports.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/reports.html	(from https://www.asharis.com/creed/)
14:58:24	61479/61479	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:24%20GMT	http://www.asharis.com/creed/contact.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/contact.html	(from https://www.asharis.com/creed/)
14:58:24	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2011:58:24%20GMT	http://www.asharis.com/creed/?kagzi	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/index2670.html	(from https://www.asharis.com/creed/)
14:58:24	103530/103530	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:24%20GMT	http://www.asharis.com/creed/articles/sudai-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/sudai-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.html	(from https://www.asharis.com/creed/)
14:58:24	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/?fsbea	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/index5cf8.html	(from https://www.asharis.com/creed/)
14:58:24	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/?wfjmn	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/index03de.html	(from https://www.asharis.com/creed/)
14:58:24	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/?wtxta	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/indexb520.html	(from https://www.asharis.com/creed/)
14:58:25	69319/69319	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/authors/Abu.Iyaad.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/authors/Abu.Iyaad.html	(from https://www.asharis.com/creed/)
14:58:25	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/?uwfub	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/index8a9e.html	(from https://www.asharis.com/creed/)
14:58:25	68482/68482	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/articles/hehosfx-the-jahmites-and-the-hadith-mentioning-harwalah-allahs-haste-in-rewarding-his-se.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/hehosfx-the-jahmites-and-the-hadith-mentioning-harwalah-allahs-haste-in-rewarding-his-se.html	(from https://www.asharis.com/creed/)
14:58:25	67891/67891	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:25%20GMT	http://www.asharis.com/creed/articles/sqyljes-the-history-and-origins-of-the-kalam-theology-of-the--asharis-and-maturidis.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/sqyljes-the-history-and-origins-of-the-kalam-theology-of-the--asharis-and-maturidis.html	(from https://www.asharis.com/creed/)
14:58:26	16665/16665	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:26%20GMT	http://www.asharis.com/creed/articles/equytmb-revelation-philosophy-and-kalam.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/equytmb-revelation-philosophy-and-kalam.html	(from https://www.asharis.com/creed/)
14:58:26	85555/85555	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:26%20GMT	http://www.asharis.com/creed/articles/ntgjrfu-concerning-the-affirmation-and-negation-of-al-hadd-and-the-doubts-of-the-jahmite.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/ntgjrfu-concerning-the-affirmation-and-negation-of-al-hadd-and-the-doubts-of-the-jahmite.html	(from https://www.asharis.com/creed/)
14:58:27	68702/68702	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:26%20GMT	http://www.asharis.com/creed/articles/uylyooo-the-divine-attributes-the-righteous-salaf-vs-the-heretical-kalam-schools---part-.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/uylyooo-the-divine-attributes-the-righteous-salaf-vs-the-heretical-kalam-schools---part-.html	(from https://www.asharis.com/creed/)
14:58:27	74304/74304	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:27%20GMT	http://www.asharis.com/creed/articles/wzxytqz-the-divine-attributes-the-righteous-salaf-vs-the-heretical-kalam-schools.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/wzxytqz-the-divine-attributes-the-righteous-salaf-vs-the-heretical-kalam-schools.html	(from https://www.asharis.com/creed/)
14:58:28	124595/124595	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:27%20GMT	http://www.asharis.com/creed/articles/oiobnfy-imaam-al-tahawis-uncreated-single-quran-and-saeed-foudahs-two-quran-doctrine-par.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/oiobnfy-imaam-al-tahawis-uncreated-single-quran-and-saeed-foudahs-two-quran-doctrine-par.html	(from https://www.asharis.com/creed/)
14:58:28	109108/109108	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:27%20GMT	http://www.asharis.com/creed/articles/fedxmjq-imaam-al-tahawis-uncreated-single-quran-and-saeed-foudahs-two-quran-doctrine-par.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/fedxmjq-imaam-al-tahawis-uncreated-single-quran-and-saeed-foudahs-two-quran-doctrine-par.html	(from https://www.asharis.com/creed/)
14:58:28	122842/122842	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:29%20GMT	http://www.asharis.com/creed/articles/ctuiuhq-imaam-al-tahawis-uncreated-single-quran-and-saeed-foudahs-two-quran-doctrine-par.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/ctuiuhq-imaam-al-tahawis-uncreated-single-quran-and-saeed-foudahs-two-quran-doctrine-par.html	(from https://www.asharis.com/creed/)
14:58:29	126939/126939	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:29%20GMT	http://www.asharis.com/creed/articles/lwbytjw-ignorant-dishonest-and-resentful-jahmite-nizar-hammadi-trying-to-malign-ibn-taym.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/lwbytjw-ignorant-dishonest-and-resentful-jahmite-nizar-hammadi-trying-to-malign-ibn-taym.html	(from https://www.asharis.com/creed/)
14:58:29	121833/121833	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:30%20GMT	http://www.asharis.com/creed/articles/nrorhvu-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/nrorhvu-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.html	(from https://www.asharis.com/creed/)
14:58:30	95867/95867	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:30%20GMT	http://www.asharis.com/creed/articles/ppojblh-abd-al-kareem-al-shahrastani-d-548h--explains-the-tawheed-of-the-messengers.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/ppojblh-abd-al-kareem-al-shahrastani-d-548h--explains-the-tawheed-of-the-messengers.html	(from https://www.asharis.com/creed/)
14:58:30	132825/132825	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:30%20GMT	http://www.asharis.com/creed/articles/kveiwrt-cunning-rafidee-mocks-the-asharis-ibn-taymiyyah-puts-him-in-his-place.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/kveiwrt-cunning-rafidee-mocks-the-asharis-ibn-taymiyyah-puts-him-in-his-place.html	(from https://www.asharis.com/creed/)
14:58:31	118531/118531	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:31%20GMT	http://www.asharis.com/creed/articles/pdoppcs-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/pdoppcs-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.html	(from https://www.asharis.com/creed/)
14:58:31	138210/138210	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:31%20GMT	http://www.asharis.com/creed/articles/dglhpiw-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/dglhpiw-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.html	(from https://www.asharis.com/creed/)
14:58:31	77600/77600	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:31%20GMT	http://www.asharis.com/creed/articles/vudodkj-the-creed-of-the-kullabi-asharis-preview-part-11.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/vudodkj-the-creed-of-the-kullabi-asharis-preview-part-11.html	(from https://www.asharis.com/creed/)
14:58:32	105390/105390	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:32%20GMT	http://www.asharis.com/creed/articles/moitybx-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/moitybx-deconstructing-the-micro-madrasa-of--ilm-al-kalaam-and-tajahhum-of-ibrahim-osi-e.html	(from https://www.asharis.com/creed/)
14:58:32	127493/127493	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:32%20GMT	http://www.asharis.com/creed/articles/snaca-yusuf-al-qaradawi-spills-the-beans-on-the-aristotelian-origins-of-the-asharite-c.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/snaca-yusuf-al-qaradawi-spills-the-beans-on-the-aristotelian-origins-of-the-asharite-c.html	(from https://www.asharis.com/creed/)
14:58:33	101464/101464	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:32%20GMT	http://www.asharis.com/creed/articles/vpkqf-atabek-shukrov-nasafi-the-uluww-of-allaah-and-the-hadeeth-of-muawiyah-bin-al-hak.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/vpkqf-atabek-shukrov-nasafi-the-uluww-of-allaah-and-the-hadeeth-of-muawiyah-bin-al-hak.html	(from https://www.asharis.com/creed/)
14:58:33	88794/88794	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:33%20GMT	http://www.asharis.com/creed/articles/zobgv-atabek-shukrov-nasafi--the-uluww-of-allaah-and-the-hadeeth-of-muawiyah-bin-al-ha.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/zobgv-atabek-shukrov-nasafi--the-uluww-of-allaah-and-the-hadeeth-of-muawiyah-bin-al-ha.html	(from https://www.asharis.com/creed/)
14:58:33	107728/107728	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:33%20GMT	http://www.asharis.com/creed/articles/lxtuo-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/lxtuo-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.html	(from https://www.asharis.com/creed/)
14:58:34	76973/76973	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:33%20GMT	http://www.asharis.com/creed/articles/ttuol-fakhr-al-din-al-razi-annihilates-and-demolishes-the-foundation-of-the-jahmite-as.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/ttuol-fakhr-al-din-al-razi-annihilates-and-demolishes-the-foundation-of-the-jahmite-as.html	(from https://www.asharis.com/creed/)
14:58:34	90714/90714	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:34%20GMT	http://www.asharis.com/creed/articles/dwutt-clarity-on-the-different-sayings-about-the-quran-a--refutation-of-the-deceiving-.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/dwutt-clarity-on-the-different-sayings-about-the-quran-a--refutation-of-the-deceiving-.html	(from https://www.asharis.com/creed/)
14:58:35	76973/76973	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:34%20GMT	http://www.asharis.com/creed/articles/mdfil-fakhr-al-din-al-razi-annihilates-and-demolishes-the-foundation-of-the-jahmite-as.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/mdfil-fakhr-al-din-al-razi-annihilates-and-demolishes-the-foundation-of-the-jahmite-as.html	(from https://www.asharis.com/creed/)
14:58:35	94089/94089	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:36%20GMT	http://www.asharis.com/creed/articles/qcsxk-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/qcsxk-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.html	(from https://www.asharis.com/creed/)
14:58:36	125678/125678	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:36%20GMT	http://www.asharis.com/creed/articles/bresw-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/bresw-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.html	(from https://www.asharis.com/creed/)
14:58:36	82486/82486	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2011:58:36%20GMT	http://www.asharis.com/creed/articles/dktlu-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.cfm	D:/Website%20Archives%20HTTTrack/asharis.com/www.asharis.com/creed/articles/dktlu-ibn-taymiyyah-compared-with-the-philosophers-exposing-abu-adam-al-naruijis-acade.html	(from https://www.asharis.com/creed/)
